timestamp,energy_demand_mw,temperature_c,solar_output_mw,is_weekend
2024-01-01 00:00:00,532.22,-0.23,0.0,0
2024-01-01 01:00:00,592.46,-2.0,0.0,0
2024-01-01 02:00:00,608.53,-0.6,0.0,0
2024-01-01 03:00:00,597.89,1.32,0.0,0
2024-01-01 04:00:00,693.92,-1.69,0.0,0
2024-01-01 05:00:00,699.47,-0.9,0.0,0
2024-01-01 06:00:00,669.5,3.76,0.0,0
2024-01-01 07:00:00,767.71,3.35,68.46,0
2024-01-01 08:00:00,839.92,2.17,129.3,0
2024-01-01 09:00:00,839.69,5.48,170.37,0
2024-01-01 10:00:00,857.46,4.68,239.48,0
2024-01-01 11:00:00,850.71,5.71,287.78,0
2024-01-01 12:00:00,867.96,7.92,287.29,0
2024-01-01 13:00:00,934.55,4.11,251.52,0
2024-01-01 14:00:00,918.06,4.65,237.83,0
2024-01-01 15:00:00,863.02,6.81,163.48,0
2024-01-01 16:00:00,785.51,5.41,145.2,0
2024-01-01 17:00:00,710.23,7.27,56.27,0
2024-01-01 18:00:00,734.53,3.79,0.0,0
2024-01-01 19:00:00,708.37,1.57,0.0,0
2024-01-01 20:00:00,609.64,6.04,0.0,0
2024-01-01 21:00:00,554.64,1.36,0.0,0
2024-01-01 22:00:00,557.72,0.74,0.0,0
2024-01-01 23:00:00,598.88,-3.28,0.0,0
2024-01-02 00:00:00,595.58,-2.34,0.0,0
2024-01-02 01:00:00,601.28,-1.53,0.0,0
2024-01-02 02:00:00,632.63,-4.22,0.0,0
2024-01-02 03:00:00,636.84,-1.0,0.0,0
2024-01-02 04:00:00,686.64,-2.45,0.0,0
2024-01-02 05:00:00,735.77,-1.04,0.0,0
2024-01-02 06:00:00,774.06,-0.62,0.0,0
2024-01-02 07:00:00,758.51,5.49,66.79,0
2024-01-02 08:00:00,822.77,3.05,122.76,0
2024-01-02 09:00:00,880.87,2.26,206.14,0
2024-01-02 10:00:00,873.08,7.22,190.91,0
2024-01-02 11:00:00,918.14,4.17,242.51,0
2024-01-02 12:00:00,891.25,7.83,296.39,0
2024-01-02 13:00:00,946.86,3.99,209.81,0
2024-01-02 14:00:00,885.6,5.42,221.67,0
2024-01-02 15:00:00,802.17,8.3,156.86,0
2024-01-02 16:00:00,793.23,8.89,111.44,0
2024-01-02 17:00:00,708.03,6.96,58.64,0
2024-01-02 18:00:00,679.48,5.35,0.0,0
2024-01-02 19:00:00,678.92,3.77,0.0,0
2024-01-02 20:00:00,671.69,0.12,0.0,0
2024-01-02 21:00:00,584.0,0.35,0.0,0
2024-01-02 22:00:00,580.64,-0.34,0.0,0
2024-01-02 23:00:00,535.08,1.66,0.0,0
2024-01-03 00:00:00,553.69,-0.59,0.0,0
2024-01-03 01:00:00,643.39,-5.3,0.0,0
2024-01-03 02:00:00,617.4,-1.29,0.0,0
2024-01-03 03:00:00,643.52,-2.54,0.0,0
2024-01-03 04:00:00,672.62,-2.63,0.0,0
2024-01-03 05:00:00,667.04,0.75,0.0,0
2024-01-03 06:00:00,769.31,2.62,0.0,0
2024-01-03 07:00:00,790.31,3.63,77.39,0
2024-01-03 08:00:00,828.54,1.38,149.74,0
2024-01-03 09:00:00,882.08,3.73,180.0,0
2024-01-03 10:00:00,869.25,6.22,221.77,0
2024-01-03 11:00:00,860.57,8.54,275.58,0
2024-01-03 12:00:00,906.59,6.43,255.49,0
2024-01-03 13:00:00,859.49,7.52,253.99,0
2024-01-03 14:00:00,866.16,5.84,190.41,0
2024-01-03 15:00:00,849.51,5.49,211.54,0
2024-01-03 16:00:00,757.39,9.01,106.07,0
2024-01-03 17:00:00,735.44,9.31,63.1,0
2024-01-03 18:00:00,752.59,5.41,0.0,0
2024-01-03 19:00:00,625.79,6.36,0.0,0
2024-01-03 20:00:00,580.57,3.78,0.0,0
2024-01-03 21:00:00,563.8,0.47,0.0,0
2024-01-03 22:00:00,570.23,1.28,0.0,0
2024-01-03 23:00:00,524.26,2.6,0.0,0
2024-01-04 00:00:00,578.82,-1.36,0.0,0
2024-01-04 01:00:00,556.74,1.34,0.0,0
2024-01-04 02:00:00,618.72,-7.2,0.0,0
2024-01-04 03:00:00,574.67,-0.15,0.0,0
2024-01-04 04:00:00,678.57,-1.12,0.0,0
2024-01-04 05:00:00,722.57,-1.09,0.0,0
2024-01-04 06:00:00,742.13,0.72,0.0,0
2024-01-04 07:00:00,792.64,-2.23,64.17,0
2024-01-04 08:00:00,845.79,2.6,107.22,0
2024-01-04 09:00:00,882.75,5.05,202.7,0
2024-01-04 10:00:00,855.21,8.49,182.37,0
2024-01-04 11:00:00,876.62,5.54,233.77,0
2024-01-04 12:00:00,903.59,5.75,248.93,0
2024-01-04 13:00:00,850.38,6.87,244.98,0
2024-01-04 14:00:00,860.96,9.87,257.96,0
2024-01-04 15:00:00,818.21,8.53,152.33,0
2024-01-04 16:00:00,752.7,6.31,121.02,0
2024-01-04 17:00:00,728.24,7.6,75.51,0
2024-01-04 18:00:00,714.25,5.73,0.0,0
2024-01-04 19:00:00,637.21,6.27,0.0,0
2024-01-04 20:00:00,636.75,1.63,0.0,0
2024-01-04 21:00:00,577.07,1.09,0.0,0
2024-01-04 22:00:00,603.41,-0.25,0.0,0
2024-01-04 23:00:00,584.84,-3.42,0.0,0
2024-01-05 00:00:00,513.23,-0.71,0.0,0
2024-01-05 01:00:00,570.37,-1.28,0.0,0
2024-01-05 02:00:00,630.98,-1.97,0.0,0
2024-01-05 03:00:00,631.65,-2.27,0.0,0
2024-01-05 04:00:00,744.82,-4.14,0.0,0
2024-01-05 05:00:00,732.49,-1.35,0.0,0
2024-01-05 06:00:00,770.08,-0.16,0.0,0
2024-01-05 07:00:00,807.3,0.13,54.44,0
2024-01-05 08:00:00,831.28,2.7,136.4,0
2024-01-05 09:00:00,843.57,5.13,156.23,0
2024-01-05 10:00:00,832.68,9.3,212.8,0
2024-01-05 11:00:00,897.37,6.91,250.39,0
2024-01-05 12:00:00,857.91,7.87,279.97,0
2024-01-05 13:00:00,849.24,7.7,225.59,0
2024-01-05 14:00:00,863.26,4.19,189.34,0
2024-01-05 15:00:00,874.56,7.8,197.16,0
2024-01-05 16:00:00,798.51,7.47,142.11,0
2024-01-05 17:00:00,704.51,11.49,61.43,0
2024-01-05 18:00:00,682.17,5.14,0.0,0
2024-01-05 19:00:00,674.61,4.92,0.0,0
2024-01-05 20:00:00,627.54,2.95,0.0,0
2024-01-05 21:00:00,630.01,-0.61,0.0,0
2024-01-05 22:00:00,534.28,2.81,0.0,0
2024-01-05 23:00:00,560.9,0.99,0.0,0
2024-01-06 00:00:00,426.76,0.26,0.0,1
2024-01-06 01:00:00,464.03,-3.64,0.0,1
2024-01-06 02:00:00,476.96,0.82,0.0,1
2024-01-06 03:00:00,506.34,-4.62,0.0,1
2024-01-06 04:00:00,555.56,-0.14,0.0,1
2024-01-06 05:00:00,566.77,3.86,0.0,1
2024-01-06 06:00:00,632.69,-1.47,0.0,1
2024-01-06 07:00:00,665.39,0.59,58.52,1
2024-01-06 08:00:00,702.3,3.21,113.41,1
2024-01-06 09:00:00,755.47,3.3,190.66,1
2024-01-06 10:00:00,785.27,2.41,184.67,1
2024-01-06 11:00:00,777.17,6.69,287.87,1
2024-01-06 12:00:00,831.89,5.22,230.82,1
2024-01-06 13:00:00,732.6,8.79,205.84,1
2024-01-06 14:00:00,708.59,6.17,233.39,1
2024-01-06 15:00:00,692.65,10.94,170.89,1
2024-01-06 16:00:00,724.32,5.78,124.7,1
2024-01-06 17:00:00,642.54,5.9,59.91,1
2024-01-06 18:00:00,541.41,7.14,0.0,1
2024-01-06 19:00:00,566.69,1.85,0.0,1
2024-01-06 20:00:00,477.36,3.47,0.0,1
2024-01-06 21:00:00,471.32,4.33,0.0,1
2024-01-06 22:00:00,460.03,-2.7,0.0,1
2024-01-06 23:00:00,440.85,-0.15,0.0,1
2024-01-07 00:00:00,422.94,-0.81,0.0,1
2024-01-07 01:00:00,452.59,-0.26,0.0,1
2024-01-07 02:00:00,502.32,-4.47,0.0,1
2024-01-07 03:00:00,547.65,-4.47,0.0,1
2024-01-07 04:00:00,543.37,-0.28,0.0,1
2024-01-07 05:00:00,562.93,0.06,0.0,1
2024-01-07 06:00:00,645.61,1.01,0.0,1
2024-01-07 07:00:00,666.51,2.4,62.51,1
2024-01-07 08:00:00,698.84,1.65,107.66,1
2024-01-07 09:00:00,789.81,4.76,166.73,1
2024-01-07 10:00:00,764.2,6.09,197.74,1
2024-01-07 11:00:00,778.23,5.11,211.14,1
2024-01-07 12:00:00,764.71,11.07,239.25,1
2024-01-07 13:00:00,791.41,8.78,264.55,1
2024-01-07 14:00:00,753.35,5.62,192.02,1
2024-01-07 15:00:00,698.63,9.15,164.56,1
2024-01-07 16:00:00,661.44,5.39,130.9,1
2024-01-07 17:00:00,606.94,8.11,61.09,1
2024-01-07 18:00:00,556.8,7.82,0.0,1
2024-01-07 19:00:00,566.28,2.66,0.0,1
2024-01-07 20:00:00,499.0,4.93,0.0,1
2024-01-07 21:00:00,487.21,2.54,0.0,1
2024-01-07 22:00:00,451.24,2.15,0.0,1
2024-01-07 23:00:00,383.92,3.26,0.0,1
2024-01-08 00:00:00,554.74,-1.82,0.0,0
2024-01-08 01:00:00,586.52,-3.34,0.0,0
2024-01-08 02:00:00,617.52,-3.78,0.0,0
2024-01-08 03:00:00,679.45,-3.46,0.0,0
2024-01-08 04:00:00,645.76,-1.48,0.0,0
2024-01-08 05:00:00,697.82,0.15,0.0,0
2024-01-08 06:00:00,773.28,1.05,0.0,0
2024-01-08 07:00:00,770.66,3.36,70.55,0
2024-01-08 08:00:00,841.24,3.03,129.82,0
2024-01-08 09:00:00,825.91,7.2,188.91,0
2024-01-08 10:00:00,889.91,4.97,183.2,0
2024-01-08 11:00:00,827.71,11.98,217.19,0
2024-01-08 12:00:00,890.85,8.58,256.83,0
2024-01-08 13:00:00,853.4,6.12,213.34,0
2024-01-08 14:00:00,865.53,5.86,232.71,0
2024-01-08 15:00:00,820.88,8.8,162.12,0
2024-01-08 16:00:00,804.5,6.88,139.93,0
2024-01-08 17:00:00,769.44,7.96,59.66,0
2024-01-08 18:00:00,685.75,6.45,0.0,0
2024-01-08 19:00:00,703.73,4.15,0.0,0
2024-01-08 20:00:00,630.45,1.31,0.0,0
2024-01-08 21:00:00,665.02,-1.32,0.0,0
2024-01-08 22:00:00,611.15,-0.39,0.0,0
2024-01-08 23:00:00,532.2,1.18,0.0,0
2024-01-09 00:00:00,576.69,-0.9,0.0,0
2024-01-09 01:00:00,608.74,-4.32,0.0,0
2024-01-09 02:00:00,618.97,-1.65,0.0,0
2024-01-09 03:00:00,623.59,-1.06,0.0,0
2024-01-09 04:00:00,683.3,-3.1,0.0,0
2024-01-09 05:00:00,744.74,-0.23,0.0,0
2024-01-09 06:00:00,751.37,0.62,0.0,0
2024-01-09 07:00:00,838.22,-0.58,63.42,0
2024-01-09 08:00:00,817.21,3.72,122.49,0
2024-01-09 09:00:00,888.93,5.42,165.27,0
2024-01-09 10:00:00,839.58,7.67,233.84,0
2024-01-09 11:00:00,851.4,8.64,228.88,0
2024-01-09 12:00:00,952.36,4.57,217.54,0
2024-01-09 13:00:00,882.52,5.95,288.83,0
2024-01-09 14:00:00,882.93,9.03,191.99,0
2024-01-09 15:00:00,835.14,8.86,198.22,0
2024-01-09 16:00:00,772.53,8.36,129.48,0
2024-01-09 17:00:00,624.02,14.24,57.79,0
2024-01-09 18:00:00,693.1,6.64,0.0,0
2024-01-09 19:00:00,645.12,6.57,0.0,0
2024-01-09 20:00:00,640.1,4.91,0.0,0
2024-01-09 21:00:00,628.2,3.01,0.0,0
2024-01-09 22:00:00,570.97,-0.13,0.0,0
2024-01-09 23:00:00,577.02,0.98,0.0,0
2024-01-10 00:00:00,607.86,-2.87,0.0,0
2024-01-10 01:00:00,616.65,-2.3,0.0,0
2024-01-10 02:00:00,628.94,-2.97,0.0,0
2024-01-10 03:00:00,586.64,-1.66,0.0,0
2024-01-10 04:00:00,623.09,3.3,0.0,0
2024-01-10 05:00:00,722.01,-4.27,0.0,0
2024-01-10 06:00:00,736.18,1.88,0.0,0
2024-01-10 07:00:00,851.43,-1.52,62.97,0
2024-01-10 08:00:00,847.04,2.06,130.35,0
2024-01-10 09:00:00,865.37,6.48,183.07,0
2024-01-10 10:00:00,885.43,5.63,196.02,0
2024-01-10 11:00:00,876.9,4.38,242.17,0
2024-01-10 12:00:00,837.95,5.9,220.29,0
2024-01-10 13:00:00,864.99,9.19,227.81,0
2024-01-10 14:00:00,862.43,6.54,216.72,0
2024-01-10 15:00:00,794.34,8.27,164.11,0
2024-01-10 16:00:00,743.24,7.42,148.27,0
2024-01-10 17:00:00,741.04,5.24,77.01,0
2024-01-10 18:00:00,657.23,9.79,0.0,0
2024-01-10 19:00:00,669.23,5.56,0.0,0
2024-01-10 20:00:00,675.19,-1.05,0.0,0
2024-01-10 21:00:00,637.96,2.08,0.0,0
2024-01-10 22:00:00,569.11,-0.82,0.0,0
2024-01-10 23:00:00,577.12,1.17,0.0,0
2024-01-11 00:00:00,590.24,-2.91,0.0,0
2024-01-11 01:00:00,604.68,-2.05,0.0,0
2024-01-11 02:00:00,585.69,-0.98,0.0,0
2024-01-11 03:00:00,646.26,-0.09,0.0,0
2024-01-11 04:00:00,704.59,-3.72,0.0,0
2024-01-11 05:00:00,703.2,-1.2,0.0,0
2024-01-11 06:00:00,764.1,-0.44,0.0,0
2024-01-11 07:00:00,801.69,0.41,59.74,0
2024-01-11 08:00:00,806.83,6.54,145.93,0
2024-01-11 09:00:00,820.79,5.11,162.69,0
2024-01-11 10:00:00,902.59,2.99,215.91,0
2024-01-11 11:00:00,879.26,8.38,231.61,0
2024-01-11 12:00:00,844.99,11.58,270.52,0
2024-01-11 13:00:00,887.82,9.9,254.19,0
2024-01-11 14:00:00,902.85,4.97,241.79,0
2024-01-11 15:00:00,832.53,6.87,149.81,0
2024-01-11 16:00:00,766.68,9.87,127.63,0
2024-01-11 17:00:00,767.86,5.13,54.44,0
2024-01-11 18:00:00,706.11,6.4,0.0,0
2024-01-11 19:00:00,604.07,5.85,0.0,0
2024-01-11 20:00:00,640.91,1.16,0.0,0
2024-01-11 21:00:00,565.5,1.6,0.0,0
2024-01-11 22:00:00,678.48,-5.97,0.0,0
2024-01-11 23:00:00,591.04,-2.57,0.0,0
2024-01-12 00:00:00,573.32,-1.82,0.0,0
2024-01-12 01:00:00,632.29,-4.31,0.0,0
2024-01-12 02:00:00,584.51,1.28,0.0,0
2024-01-12 03:00:00,637.07,-4.67,0.0,0
2024-01-12 04:00:00,680.13,-2.19,0.0,0
2024-01-12 05:00:00,702.4,-0.25,0.0,0
2024-01-12 06:00:00,682.37,3.4,0.0,0
2024-01-12 07:00:00,805.97,-1.15,54.91,0
2024-01-12 08:00:00,801.95,5.35,112.75,0
2024-01-12 09:00:00,855.21,4.33,148.59,0
2024-01-12 10:00:00,860.58,3.56,213.95,0
2024-01-12 11:00:00,907.18,7.48,272.0,0
2024-01-12 12:00:00,879.97,7.75,254.67,0
2024-01-12 13:00:00,887.64,6.65,227.96,0
2024-01-12 14:00:00,861.63,8.16,199.45,0
2024-01-12 15:00:00,810.93,7.08,212.1,0
2024-01-12 16:00:00,795.64,7.58,127.27,0
2024-01-12 17:00:00,723.79,7.88,72.17,0
2024-01-12 18:00:00,650.67,8.69,0.0,0
2024-01-12 19:00:00,704.19,1.84,0.0,0
2024-01-12 20:00:00,624.44,7.29,0.0,0
2024-01-12 21:00:00,658.49,-2.18,0.0,0
2024-01-12 22:00:00,607.71,0.22,0.0,0
2024-01-12 23:00:00,547.19,0.66,0.0,0
2024-01-13 00:00:00,407.41,-0.74,0.0,1
2024-01-13 01:00:00,514.49,-3.04,0.0,1
2024-01-13 02:00:00,541.99,-2.38,0.0,1
2024-01-13 03:00:00,564.98,-2.78,0.0,1
2024-01-13 04:00:00,556.36,-2.48,0.0,1
2024-01-13 05:00:00,547.4,1.2,0.0,1
2024-01-13 06:00:00,600.89,1.25,0.0,1
2024-01-13 07:00:00,646.14,0.35,76.22,1
2024-01-13 08:00:00,688.99,4.83,111.42,1
2024-01-13 09:00:00,772.15,4.94,160.17,1
2024-01-13 10:00:00,738.08,7.16,183.0,1
2024-01-13 11:00:00,762.47,7.83,208.36,1
2024-01-13 12:00:00,817.34,5.71,267.94,1
2024-01-13 13:00:00,755.66,6.74,255.07,1
2024-01-13 14:00:00,768.82,9.53,201.67,1
2024-01-13 15:00:00,740.39,9.08,203.6,1
2024-01-13 16:00:00,663.51,7.32,135.87,1
2024-01-13 17:00:00,609.29,6.8,74.88,1
2024-01-13 18:00:00,576.55,8.09,0.0,1
2024-01-13 19:00:00,548.11,3.14,0.0,1
2024-01-13 20:00:00,469.81,4.13,0.0,1
2024-01-13 21:00:00,517.26,1.33,0.0,1
2024-01-13 22:00:00,496.23,0.1,0.0,1
2024-01-13 23:00:00,433.75,1.7,0.0,1
2024-01-14 00:00:00,404.72,0.37,0.0,1
2024-01-14 01:00:00,417.6,-0.15,0.0,1
2024-01-14 02:00:00,462.87,0.66,0.0,1
2024-01-14 03:00:00,503.46,-1.74,0.0,1
2024-01-14 04:00:00,530.63,0.08,0.0,1
2024-01-14 05:00:00,624.85,-1.11,0.0,1
2024-01-14 06:00:00,646.35,1.2,0.0,1
2024-01-14 07:00:00,711.26,1.5,57.74,1
2024-01-14 08:00:00,682.79,3.24,117.04,1
2024-01-14 09:00:00,717.5,5.53,207.09,1
2024-01-14 10:00:00,793.04,3.91,243.51,1
2024-01-14 11:00:00,736.68,10.77,262.66,1
2024-01-14 12:00:00,824.63,5.37,289.52,1
2024-01-14 13:00:00,789.19,5.45,250.06,1
2024-01-14 14:00:00,755.74,10.37,183.09,1
2024-01-14 15:00:00,700.29,9.46,179.38,1
2024-01-14 16:00:00,680.27,8.63,116.62,1
2024-01-14 17:00:00,605.25,7.84,61.74,1
2024-01-14 18:00:00,585.1,5.53,0.0,1
2024-01-14 19:00:00,585.51,2.55,0.0,1
2024-01-14 20:00:00,548.31,3.2,0.0,1
2024-01-14 21:00:00,512.79,0.4,0.0,1
2024-01-14 22:00:00,439.71,2.5,0.0,1
2024-01-14 23:00:00,489.04,-0.78,0.0,1
2024-01-15 00:00:00,534.3,-2.91,0.0,0
2024-01-15 01:00:00,555.28,-2.4,0.0,0
2024-01-15 02:00:00,614.87,-1.1,0.0,0
2024-01-15 03:00:00,647.8,-2.89,0.0,0
2024-01-15 04:00:00,704.18,-2.9,0.0,0
2024-01-15 05:00:00,709.62,0.02,0.0,0
2024-01-15 06:00:00,763.67,1.06,0.0,0
2024-01-15 07:00:00,783.78,0.76,71.14,0
2024-01-15 08:00:00,852.98,2.13,119.64,0
2024-01-15 09:00:00,877.99,4.83,162.59,0
2024-01-15 10:00:00,936.97,2.67,191.69,0
2024-01-15 11:00:00,965.61,3.79,276.27,0
2024-01-15 12:00:00,906.46,5.96,225.94,0
2024-01-15 13:00:00,885.3,7.47,267.63,0
2024-01-15 14:00:00,808.2,8.69,226.5,0
2024-01-15 15:00:00,779.63,10.85,154.76,0
2024-01-15 16:00:00,764.01,9.12,129.55,0
2024-01-15 17:00:00,775.16,6.29,73.06,0
2024-01-15 18:00:00,689.4,5.53,0.0,0
2024-01-15 19:00:00,704.55,2.36,0.0,0
2024-01-15 20:00:00,629.62,3.03,0.0,0
2024-01-15 21:00:00,602.16,1.2,0.0,0
2024-01-15 22:00:00,580.86,1.22,0.0,0
2024-01-15 23:00:00,578.23,-2.12,0.0,0
2024-01-16 00:00:00,551.24,-0.2,0.0,0
2024-01-16 01:00:00,510.89,1.33,0.0,0
2024-01-16 02:00:00,601.82,-2.12,0.0,0
2024-01-16 03:00:00,615.89,-0.93,0.0,0
2024-01-16 04:00:00,645.65,0.14,0.0,0
2024-01-16 05:00:00,731.09,-1.24,0.0,0
2024-01-16 06:00:00,766.04,1.04,0.0,0
2024-01-16 07:00:00,799.31,1.83,60.99,0
2024-01-16 08:00:00,851.98,3.29,116.89,0
2024-01-16 09:00:00,887.38,2.84,148.69,0
2024-01-16 10:00:00,869.39,5.64,199.88,0
2024-01-16 11:00:00,865.35,7.63,256.52,0
2024-01-16 12:00:00,864.55,10.33,249.85,0
2024-01-16 13:00:00,869.1,9.84,257.91,0
2024-01-16 14:00:00,844.14,12.4,244.53,0
2024-01-16 15:00:00,867.3,6.39,196.32,0
2024-01-16 16:00:00,754.77,9.17,140.01,0
2024-01-16 17:00:00,739.24,7.0,64.86,0
2024-01-16 18:00:00,677.03,9.97,0.0,0
2024-01-16 19:00:00,707.21,2.77,0.0,0
2024-01-16 20:00:00,669.32,1.42,0.0,0
2024-01-16 21:00:00,610.96,0.6,0.0,0
2024-01-16 22:00:00,591.97,-3.65,0.0,0
2024-01-16 23:00:00,556.76,-1.49,0.0,0
2024-01-17 00:00:00,594.07,-2.73,0.0,0
2024-01-17 01:00:00,589.43,-1.41,0.0,0
2024-01-17 02:00:00,571.27,-1.19,0.0,0
2024-01-17 03:00:00,599.24,2.05,0.0,0
2024-01-17 04:00:00,668.85,0.69,0.0,0
2024-01-17 05:00:00,695.12,-1.57,0.0,0
2024-01-17 06:00:00,799.37,-1.17,0.0,0
2024-01-17 07:00:00,774.2,2.81,58.39,0
2024-01-17 08:00:00,886.62,0.48,134.42,0
2024-01-17 09:00:00,807.29,8.08,206.69,0
2024-01-17 10:00:00,827.73,7.98,236.71,0
2024-01-17 11:00:00,884.54,5.72,277.84,0
2024-01-17 12:00:00,917.36,4.03,257.94,0
2024-01-17 13:00:00,836.87,10.66,276.22,0
2024-01-17 14:00:00,848.87,7.89,223.73,0
2024-01-17 15:00:00,805.49,10.43,198.07,0
2024-01-17 16:00:00,813.08,4.26,116.76,0
2024-01-17 17:00:00,755.52,5.46,77.0,0
2024-01-17 18:00:00,660.94,5.63,0.0,0
2024-01-17 19:00:00,672.92,4.51,0.0,0
2024-01-17 20:00:00,635.55,2.22,0.0,0
2024-01-17 21:00:00,628.1,3.07,0.0,0
2024-01-17 22:00:00,578.43,-1.51,0.0,0
2024-01-17 23:00:00,528.59,-0.7,0.0,0
2024-01-18 00:00:00,584.81,-0.94,0.0,0
2024-01-18 01:00:00,581.95,-0.65,0.0,0
2024-01-18 02:00:00,565.82,-0.42,0.0,0
2024-01-18 03:00:00,619.59,-3.93,0.0,0
2024-01-18 04:00:00,740.88,-4.24,0.0,0
2024-01-18 05:00:00,721.85,2.17,0.0,0
2024-01-18 06:00:00,684.63,1.32,0.0,0
2024-01-18 07:00:00,796.68,0.36,69.98,0
2024-01-18 08:00:00,839.05,6.26,115.3,0
2024-01-18 09:00:00,842.73,4.68,153.81,0
2024-01-18 10:00:00,840.82,8.01,193.57,0
2024-01-18 11:00:00,877.87,6.82,220.43,0
2024-01-18 12:00:00,815.92,11.61,211.19,0
2024-01-18 13:00:00,795.63,11.49,229.17,0
2024-01-18 14:00:00,882.96,7.66,201.27,0
2024-01-18 15:00:00,756.08,9.93,149.59,0
2024-01-18 16:00:00,778.44,8.77,149.69,0
2024-01-18 17:00:00,739.66,9.43,62.88,0
2024-01-18 18:00:00,686.48,3.72,0.0,0
2024-01-18 19:00:00,626.93,5.82,0.0,0
2024-01-18 20:00:00,637.62,5.27,0.0,0
2024-01-18 21:00:00,648.48,-1.66,0.0,0
2024-01-18 22:00:00,588.49,-1.71,0.0,0
2024-01-18 23:00:00,641.47,-4.46,0.0,0
2024-01-19 00:00:00,606.97,-1.68,0.0,0
2024-01-19 01:00:00,575.6,-0.21,0.0,0
2024-01-19 02:00:00,552.36,1.19,0.0,0
2024-01-19 03:00:00,623.17,-1.49,0.0,0
2024-01-19 04:00:00,646.01,2.12,0.0,0
2024-01-19 05:00:00,734.6,-3.11,0.0,0
2024-01-19 06:00:00,810.66,-2.72,0.0,0
2024-01-19 07:00:00,755.69,1.78,69.28,0
2024-01-19 08:00:00,783.08,3.96,111.47,0
2024-01-19 09:00:00,861.77,4.42,154.67,0
2024-01-19 10:00:00,905.38,1.55,220.88,0
2024-01-19 11:00:00,872.05,6.55,250.92,0
2024-01-19 12:00:00,866.7,4.91,231.51,0
2024-01-19 13:00:00,860.1,9.36,228.23,0
2024-01-19 14:00:00,842.67,8.92,234.2,0
2024-01-19 15:00:00,856.38,6.14,205.61,0
2024-01-19 16:00:00,796.82,6.49,138.08,0
2024-01-19 17:00:00,762.39,4.61,74.59,0
2024-01-19 18:00:00,733.8,5.56,0.0,0
2024-01-19 19:00:00,611.5,6.39,0.0,0
2024-01-19 20:00:00,661.24,1.22,0.0,0
2024-01-19 21:00:00,547.78,2.9,0.0,0
2024-01-19 22:00:00,569.56,-0.37,0.0,0
2024-01-19 23:00:00,555.83,-1.93,0.0,0
2024-01-20 00:00:00,472.73,-1.32,0.0,1
2024-01-20 01:00:00,481.92,-3.67,0.0,1
2024-01-20 02:00:00,495.27,-2.88,0.0,1
2024-01-20 03:00:00,510.9,-4.0,0.0,1
2024-01-20 04:00:00,504.25,2.83,0.0,1
2024-01-20 05:00:00,571.53,-0.24,0.0,1
2024-01-20 06:00:00,656.32,-0.67,0.0,1
2024-01-20 07:00:00,643.38,2.36,77.43,1
2024-01-20 08:00:00,743.23,3.0,114.34,1
2024-01-20 09:00:00,698.75,4.08,193.99,1
2024-01-20 10:00:00,723.49,6.95,259.04,1
2024-01-20 11:00:00,792.34,8.28,219.8,1
2024-01-20 12:00:00,764.17,6.5,253.43,1
2024-01-20 13:00:00,731.27,6.9,230.21,1
2024-01-20 14:00:00,741.92,7.68,188.51,1
2024-01-20 15:00:00,735.01,3.45,177.69,1
2024-01-20 16:00:00,673.84,4.53,127.36,1
2024-01-20 17:00:00,569.41,9.5,70.88,1
2024-01-20 18:00:00,619.04,9.02,0.0,1
2024-01-20 19:00:00,541.72,4.02,0.0,1
2024-01-20 20:00:00,448.06,4.38,0.0,1
2024-01-20 21:00:00,510.37,2.55,0.0,1
2024-01-20 22:00:00,413.23,6.88,0.0,1
2024-01-20 23:00:00,408.35,1.93,0.0,1
2024-01-21 00:00:00,429.85,-1.32,0.0,1
2024-01-21 01:00:00,498.38,-3.47,0.0,1
2024-01-21 02:00:00,510.07,-4.94,0.0,1
2024-01-21 03:00:00,461.97,-1.15,0.0,1
2024-01-21 04:00:00,610.43,-2.57,0.0,1
2024-01-21 05:00:00,608.51,-3.11,0.0,1
2024-01-21 06:00:00,682.64,-0.52,0.0,1
2024-01-21 07:00:00,725.61,-0.19,61.58,1
2024-01-21 08:00:00,648.55,6.64,123.28,1
